asset_path,kind,sha256,bytes,mime_type,pixel_dimensions,semantic_status,display_status,intended_placement,alt,caption,open_larger_path,provenance,source_boundary
assets/visuals/folio-card-08.png,folio visual,19321D17E4DDE40FA81564E57E7CF2D221B8BF0EE3FA55152A1C44AAE227C270,1987376,image/png,1536x1024,PASS,displayed through final mapping,"Displayed folio card 11 — Production, problem-solving and test record",Hands using a steel rule on a deliberately unreadable technical drawing in a workshop context.,"Record what was checked, observed and changed; this contextual image must never replace the supplied authoritative drawing.",assets/visuals/folio-card-08.png,Signed-in ChatGPT conversation https://chatgpt.com/c/6a71e7fe-1938-83ec-a539-be941bcac652; folio visual 08; generated one at a time and visually audited 2026-08-04.,"Illustrative teaching context only. It does not establish the final student design, authoritative plan geometry, stock sizes, joints, wiring, pins, power arrangement, code, settings, safe operating procedure, assessment result or completed student evidence."
assets/visuals/folio-card-09.png,folio visual,CD96D35EBD1D27C1B1140332A896243A9A63483A2DEA5758EA0B432CE693CBD6,2288965,image/png,1536x1024,PASS,displayed through final mapping,Displayed folio card 05 — Two-layer vector-design practice,Student editing two simple outlined key-tag shapes on a laptop with two clear acrylic examples nearby.,Practise simple closed outlines and layers before any approved manufacture; no software settings or laser parameters are supplied.,assets/visuals/folio-card-09.png,Signed-in ChatGPT conversation https://chatgpt.com/c/6a71e7fe-1938-83ec-a539-be941bcac652; folio visual 09; generated one at a time and visually audited 2026-08-04.,"Illustrative teaching context only. It does not establish the final student design, authoritative plan geometry, stock sizes, joints, wiring, pins, power arrangement, code, settings, safe operating procedure, assessment result or completed student evidence."
assets/visuals/folio-card-10.png,folio visual,B0D595C2F9745F388D7489CE63910D529581A59FC3445EC40862D16D7DEC99B8,2576211,image/png,1536x1024,PASS,displayed through final mapping,Displayed folio card 09 — Materials and sustainability decision,Hands marking a pine component with a steel rule and square beside clear acrylic and staged timber pieces.,"Link the material decision to accuracy, responsible use and recorded evidence; stock size and practical sequence remain Teacher to confirm.",assets/visuals/folio-card-10.png,Signed-in ChatGPT conversation https://chatgpt.com/c/6a71e7fe-1938-83ec-a539-be941bcac652; folio visual 10; generated one at a time and visually audited 2026-08-04.,"Illustrative teaching context only. It does not establish the final student design, authoritative plan geometry, stock sizes, joints, wiring, pins, power arrangement, code, settings, safe operating procedure, assessment result or completed student evidence."
assets/visuals/folio-card-11.png,folio visual,9C9FDD711B1F5F8972563F615017056C4C5D48F03ADF262D7E4D6DC3D0EE63D6,2304896,image/png,1536x1024,PASS,displayed through final mapping,Displayed folio card 10 — Algorithm and digital-system plan,"Hands testing a low-voltage controller board, RGB LED strip and glowing acrylic lamp beside a laptop and blank test table.","Plan the relationship between controller, light output and intended behaviour without treating the pictured cable arrangement as an approved circuit.",assets/visuals/folio-card-11.png,Signed-in ChatGPT conversation https://chatgpt.com/c/6a71e7fe-1938-83ec-a539-be941bcac652; folio visual 11; generated one at a time and visually audited 2026-08-04.,"Illustrative teaching context only. It does not establish the final student design, authoritative plan geometry, stock sizes, joints, wiring, pins, power arrangement, code, settings, safe operating procedure, assessment result or completed student evidence."
assets/visuals/folio-card-12.png,folio visual,A663FC8222B6564312A5BBFCB30FF37249013788611A89134467DFFD4B781338,2410336,image/png,1536x1024,PASS,displayed through final mapping,Displayed folio card 12 — Final evaluation and evidence hand-in,Student holding a completed illustrative light while recording an evaluation on a blank checklist beside safety glasses and a face-down phone.,Judge the final solution against confirmed criteria and cite evidence; this image contains no fabricated score or submission route.,assets/visuals/folio-card-12.png,Signed-in ChatGPT conversation https://chatgpt.com/c/6a71e7fe-1938-83ec-a539-be941bcac652; folio visual 12; generated one at a time and visually audited 2026-08-04.,"Illustrative teaching context only. It does not establish the final student design, authoritative plan geometry, stock sizes, joints, wiring, pins, power arrangement, code, settings, safe operating procedure, assessment result or completed student evidence."
assets/visuals/theory-1-1.png,theory visual,DD38855FC71ED87F29F106CA939A22D29B85985F1910DB0BD622351EAA021C03,2295725,image/png,1536x1024,PASS,displayed,1.1 — What makes a programmable lamp?,Glowing clear-acrylic light in a pine base with a controller board and RGB LED strip nearby.,"A programmable light combines a designed structure, controller, light output and instructions; the pictured arrangement is illustrative only.",assets/programmable-light-hero.png,Signed-in ChatGPT conversation https://chatgpt.com/c/6a71e7fe-1938-83ec-a539-be941bcac652; byte-identical reuse of the audited hero.,"Illustrative teaching context only. It does not establish the final student design, authoritative plan geometry, stock sizes, joints, wiring, pins, power arrangement, code, settings, safe operating procedure, assessment result or completed student evidence."
assets/visuals/theory-1-2.png,theory visual,34AD1D9DD7D1CF0BBC1579A17DE8C47DB945CB4B2F231AFB21FD7451F05F56CD,553726,image/png,1404x1985,PASS,displayed,"1.2 — Workshop safety: hazards, risk controls and responsibility","NSW Department of Education Disc sander fixed safe operating procedure page with PPE, hazards and controls.",Read the authorised disc-sander SOP before any related practical work and follow teacher instruction for the specific workshop.,assets/resources/disc-sander-sop.pdf,Authorised Google Drive folder 1KIGdTkwOtKBGXfO6qAfzaHNx3WFpHvZC; file ID 1pA-ABXOT5jXS1Wnr_6kougMTh69uxVZi; page 1 rendered from the supplied 2024 SOP PDF.,"Official machine-specific SOP record; it does not authorise work, replace teacher supervision or cover unrelated machines."
assets/visuals/theory-1-3.png,theory visual,43315B435F59E288B77ACF8DA04B24A7B5698A70AD08489155CE7EB536EC1131,158128,image/png,2200x1700,PASS,displayed,"1.3 — Measurement, scale and reading the supplied drawing","Authoritative Programmable Lamp drawing with written dimensions, view scales and cut-stage labels.",Read written dimensions and the 1:2 and 1:1 scales from the supplied drawing; never measure a resized browser image.,assets/plans/programmable-lamp-drawing.pdf,Authorised Google Drive folder 1KIGdTkwOtKBGXfO6qAfzaHNx3WFpHvZC; file ID 1I5PiH8vw7PerhH0PgMeWYkltm6z1rVNZ; byte-identical reuse of the audited plan preview.,"Authoritative supplied drawing. Preserve its written dimensions, view scales and cut-order labels. The Notes field does not specify materials or tolerances; those and all missing practical details remain Teacher to confirm."
assets/visuals/theory-2-1.png,theory visual,C6768DB38B40AE2706DBED106E6494E52E9933FF5F4BDC402F5823B0E8BCD204,114257,image/png,994x1404,PASS,displayed,"2.1 — Image quality, resolution and design research","Authorised High-Quality Image Search Task worksheet with columns for image type, reuse status and resolution.",Use the supplied research table to compare image quality and attribution; the sample tree does not itself prove reuse permission.,assets/resources/high-quality-image-search-task.pdf,Authorised Google Drive folder 1KIGdTkwOtKBGXfO6qAfzaHNx3WFpHvZC; file ID 1VmOGpI0qTXPmWWKYMRD8ewtJcGRQB1kpf_zQNSFwppQ; page 1 rendered from the supplied worksheet.,Worksheet structure is authoritative for the activity; the embedded tree is only a supplied example and is not independent rights evidence.
assets/visuals/theory-2-2.png,theory visual,9064CF1CBAA52ED8F0B43A9B4D82191480F659BECC2F3231C32ABE5B5947664E,302523,image/png,993x1404,PASS,displayed,"2.2 — Vector design: outlines, layers and laser-ready simplicity",Authorised 2D Design Practice worksheet describing a two-layer key tag with four supplied examples.,Use the worksheet to practise simple two-layer vector communication; exact laser settings and manufacture remain teacher controlled.,assets/resources/2d-design-practice.pdf,Authorised Google Drive folder 1KIGdTkwOtKBGXfO6qAfzaHNx3WFpHvZC; file ID 1xBOBGVdnWhorJVeTTqZPw5yRNeWkF249; page 1 rendered from the supplied worksheet.,"Supplied worksheet and examples support vector-design discussion only; they do not establish software, machine or laser settings."
assets/visuals/theory-2-3.png,theory visual,5382A83DE28E6DAB92F37DB2A454C96550791B1FB027EECAE5FCFC7AF436946A,2344576,image/png,1536x1024,PASS,displayed,2.3 — Iterating ideas and building success criteria,Exactly six separated pencil concepts for rectangular programmable lights in a two-by-three layout.,Generate visibly different ideas before selecting against confirmed success criteria; these sketches contain no authoritative dimensions.,assets/visuals/folio-card-06.png,Signed-in ChatGPT conversation https://chatgpt.com/c/6a71e7fe-1938-83ec-a539-be941bcac652; byte-identical reuse of audited spare folio visual 06.,"Illustrative teaching context only. It does not establish the final student design, authoritative plan geometry, stock sizes, joints, wiring, pins, power arrangement, code, settings, safe operating procedure, assessment result or completed student evidence."
assets/visuals/theory-3-1.png,theory visual,5D524D997AC43419371AA800EF3B0EB5CAE022C020CEFC8A2BE19422F902AA98,54690,image/png,994x1404,PASS,displayed,"3.1 — Hardwood, softwood and a reasoned material choice",Authorised Timber Production worksheet page with a hardwood and softwood comparison table.,Use the supplied comparison prompts to build a reasoned material choice; do not infer radiata-pine properties from an unlabelled photograph.,assets/resources/timber-production.pdf,Authorised Google Drive folder 1KIGdTkwOtKBGXfO6qAfzaHNx3WFpHvZC; file ID 1dTRa-pimCafVnV_V7H0I16M_8Wn32-b7C_4NIXbfmaM; page 1 rendered from the supplied worksheet.,The worksheet prompts comparison but supplies no completed claims; properties and final justification require taught or cited evidence.
assets/visuals/theory-3-2.png,theory visual,9D4FE47553B02D9432C0E2F4DEA8809142B5A406A37209D22BE6E081277D0351,41654,image/png,994x1404,PASS,displayed,"3.2 — Native forests, plantations and sustainable choices","Authorised Timber Production worksheet page asking about native forests, plantations, benefits, harms and sustainability.",Use the paired questions to compare native-forest and plantation choices before making a supported sustainability judgement.,assets/resources/timber-production.pdf,Authorised Google Drive folder 1KIGdTkwOtKBGXfO6qAfzaHNx3WFpHvZC; file ID 1dTRa-pimCafVnV_V7H0I16M_8Wn32-b7C_4NIXbfmaM; page 2 rendered from the supplied worksheet.,The page frames investigation questions rather than supplying answers or certifying any timber source.
assets/visuals/theory-3-3.png,theory visual,43315B435F59E288B77ACF8DA04B24A7B5698A70AD08489155CE7EB536EC1131,158128,image/png,2200x1700,PASS,displayed,3.3 — Planning timber production from drawing to evidence,Authoritative Programmable Lamp drawing showing written dimensions and three labelled cut stages.,"Build the production evidence sequence from the real drawing: record dimensions, the three labelled cut stages and every teacher-confirmed decision.",assets/plans/programmable-lamp-drawing.pdf,Authorised Google Drive folder 1KIGdTkwOtKBGXfO6qAfzaHNx3WFpHvZC; file ID 1I5PiH8vw7PerhH0PgMeWYkltm6z1rVNZ; byte-identical reuse of the audited plan preview.,"Authoritative supplied drawing. Preserve its written dimensions, view scales and cut-order labels. The Notes field does not specify materials or tolerances; those and all missing practical details remain Teacher to confirm."
assets/visuals/theory-4-1.png,theory visual,37F17C5EB854C0C6E37702AEE66A1FC0C3895F26B25F57AE0E1CF2AD5AF9D953,72986,image/png,994x1404,PASS,displayed,"4.1 — Coding language: algorithms, sequencing and syntax","Authorised What is coding worksheet with terms including algorithm, sequencing, programming language and syntax.",Use the supplied terms table to define core coding language before applying it to lamp behaviour.,assets/resources/what-is-coding.pdf,Authorised Google Drive folder 1KIGdTkwOtKBGXfO6qAfzaHNx3WFpHvZC; file ID 1aEDElMGsxxIcAo-rCDUe49_leQwztNNdOh2PIEp_e2k; page 1 rendered from the supplied worksheet.,"The worksheet names concepts but supplies no code, syntax example, platform or approved program."
assets/visuals/theory-4-2.png,theory visual,37F17C5EB854C0C6E37702AEE66A1FC0C3895F26B25F57AE0E1CF2AD5AF9D953,72986,image/png,994x1404,PASS,displayed,"4.2 — Variables, loops and conditionals for light behaviour","Authorised What is coding worksheet listing variable, loop and conditional among the terms to define.","Define variables, loops and conditionals from the supplied investigation before proposing any light behaviour.",assets/resources/what-is-coding.pdf,Authorised Google Drive folder 1KIGdTkwOtKBGXfO6qAfzaHNx3WFpHvZC; file ID 1aEDElMGsxxIcAo-rCDUe49_leQwztNNdOh2PIEp_e2k; explicit byte-identical reuse of page 1 for a second named section.,"The worksheet names concepts only; exact values, timing, code and light behaviour remain Teacher to confirm."
assets/visuals/theory-4-3.png,theory visual,9C9FDD711B1F5F8972563F615017056C4C5D48F03ADF262D7E4D6DC3D0EE63D6,2304896,image/png,1536x1024,PASS,displayed,"4.3 — Connecting code, controller and light as a system","Illustrative low-voltage controller board, RGB LED strip, laptop and glowing acrylic lamp arranged as a test system.","Trace the roles of instructions, controller and light output without copying the pictured cable arrangement as a circuit.",assets/visuals/folio-card-11.png,Signed-in ChatGPT conversation https://chatgpt.com/c/6a71e7fe-1938-83ec-a539-be941bcac652; byte-identical reuse of audited folio visual 11.,"Illustrative teaching context only. It does not establish the final student design, authoritative plan geometry, stock sizes, joints, wiring, pins, power arrangement, code, settings, safe operating procedure, assessment result or completed student evidence."
assets/visuals/theory-5-1.png,theory visual,34385D39CA22645E2669F25760EBD7B0D52F4DBA0CEB5FB6A4456BC7A819889A,3041185,image/png,1536x1024,PASS,displayed,"5.1 — Integrating design, materials, electronics and code","Workshop flat lay bringing together hand tools, pine, acrylic, a controller board, LED strip, leads and USB cable.","Use the flat lay to identify project areas and interfaces; exact fit, placement, connections and production order remain Teacher to confirm.",assets/visuals/folio-card-03.png,Signed-in ChatGPT conversation https://chatgpt.com/c/6a71e7fe-1938-83ec-a539-be941bcac652; byte-identical reuse of audited folio visual 03.,"Illustrative teaching context only. It does not establish the final student design, authoritative plan geometry, stock sizes, joints, wiring, pins, power arrangement, code, settings, safe operating procedure, assessment result or completed student evidence."
assets/visuals/theory-5-2.png,theory visual,9C9FDD711B1F5F8972563F615017056C4C5D48F03ADF262D7E4D6DC3D0EE63D6,2304896,image/png,1536x1024,PASS,displayed,"5.2 — Testing, debugging and improving the solution","Hands observing an illustrative controller, RGB strip and glowing lamp beside a laptop and blank test table.","Record criterion, prediction, observation, one approved change and retest evidence; the image supplies no fault or correct wiring answer.",assets/visuals/folio-card-11.png,Signed-in ChatGPT conversation https://chatgpt.com/c/6a71e7fe-1938-83ec-a539-be941bcac652; explicit byte-identical reuse of audited folio visual 11.,"Illustrative teaching context only. It does not establish the final student design, authoritative plan geometry, stock sizes, joints, wiring, pins, power arrangement, code, settings, safe operating procedure, assessment result or completed student evidence."
assets/visuals/theory-5-3.png,theory visual,A663FC8222B6564312A5BBFCB30FF37249013788611A89134467DFFD4B781338,2410336,image/png,1536x1024,PASS,displayed,"5.3 — Evaluating quality, sustainability and learning",Hands checking an illustrative finished light against a blank evaluation sheet beside safety glasses.,"Evaluate quality, sustainability and learning against confirmed criteria, citing evidence rather than inventing a score.",assets/visuals/folio-card-12.png,Signed-in ChatGPT conversation https://chatgpt.com/c/6a71e7fe-1938-83ec-a539-be941bcac652; byte-identical reuse of audited folio visual 12.,"Illustrative teaching context only. It does not establish the final student design, authoritative plan geometry, stock sizes, joints, wiring, pins, power arrangement, code, settings, safe operating procedure, assessment result or completed student evidence."
assets/visuals/steel-rule-reference.png,supplementary reference,8F289DC344E12ACBA2871E14BE362A21A3FE1E8186870877605C9709BC0F0012,19932,image/png,242x108,PASS,displayed,Sections 1.3 and 3.3 optional support — reading a steel rule,Two steel rules on a light background.,Use a steel rule as an accurate marking and checking aid where the teacher directs.,assets/visuals/steel-rule-reference.png,Construction-Supplementary-material commit 1d071e1b37bb8b36741d6765447ed1aa524995f1; source file steel-rule-reference.jpeg; lossless PNG conversion after visual audit.,"Accurate steel-rule reference; no dimensions, measurement result or procedure is claimed."
assets/visuals/tape-measure-reference.png,supplementary reference,094A667AF411EA67EFBEE452D80EBF353A4F7363AEFBFE76D53D0DF8FFBF25DB,40310,image/png,198x155,PASS,displayed,Section 1.3 optional support — choosing a measuring tool,Retractable tape measure with metal blade extended.,Compare a tape measure with a steel rule and select the tool that suits the required scale and accuracy.,assets/visuals/tape-measure-reference.png,Construction-Supplementary-material commit 1d071e1b37bb8b36741d6765447ed1aa524995f1; source file tape-measure-reference.jpeg; lossless PNG conversion after visual audit.,Accurate tape-measure reference; it is not asserted to be the best tool for every project measurement.
assets/visuals/combination-square-reference.png,supplementary reference,11C48CE0C06613177EF09D975D2E5583C66E78ABE0F602F5B16E97B86285D55A,115818,image/png,474x474,PASS,displayed,Sections 1.3 and 3.3 optional support — checking square,Metal combination square with black handle on a light background.,A combination square can support square checking when available and teacher approved.,assets/visuals/combination-square-reference.png,Construction-Supplementary-material commit 1d071e1b37bb8b36741d6765447ed1aa524995f1; source file combination-square-reference.jpg; lossless PNG conversion after visual audit.,"This is a combination square, not a tri-square; never relabel it or infer an authorised marking procedure."
assets/visuals/safety-glasses-reference.png,supplementary reference,B881566F7841CE25F2403C8786D5C6D83137C378FF3D2DDD5AA9EB5371BA6FF9,58089,image/png,474x474,PASS,displayed,Section 1.2 optional support — eye protection,Clear wraparound safety glasses on a white background.,"Identify safety glasses as eye protection, then use the task-specific SOP and teacher direction to determine required PPE.",assets/visuals/safety-glasses-reference.png,Construction-Supplementary-material commit 1d071e1b37bb8b36741d6765447ed1aa524995f1; source file safety-glasses-reference.jpg; lossless PNG conversion after visual audit.,Accurate PPE reference; PPE is only one control and does not replace the machine-specific SOP or supervision.
assets/resources/disc-sander-sop.pdf,authorised source PDF,3AACBEB6DAE7089F3638C579DB3523D999F4A85082AD6731EB5291840F27A0D6,192286,application/pdf,,PASS,displayed,Open larger source for theory 1.2,NSW Department of Education Disc sander fixed safe operating procedure.,Open the full authorised SOP before any related practical work.,assets/resources/disc-sander-sop.pdf,Authorised Google Drive folder 1KIGdTkwOtKBGXfO6qAfzaHNx3WFpHvZC; Drive file ID 1pA-ABXOT5jXS1Wnr_6kougMTh69uxVZi; exact PDF copy.,Machine-specific official record; teacher authorisation and local workshop controls still apply.
assets/resources/high-quality-image-search-task.pdf,authorised source PDF,C4B8DAE92EAF509A91996B7DED5913A04D6D899EB483F1BA627709C48E1C2485,107125,application/pdf,,PASS,displayed,Open larger source for theory 2.1,High-Quality Image Search Task worksheet.,Open the full supplied research worksheet.,assets/resources/high-quality-image-search-task.pdf,Authorised Google Drive folder 1KIGdTkwOtKBGXfO6qAfzaHNx3WFpHvZC; Drive file ID 1VmOGpI0qTXPmWWKYMRD8ewtJcGRQB1kpf_zQNSFwppQ; exact PDF copy.,Worksheet supports research recording; its sample image does not prove reuse rights.
assets/resources/2d-design-practice.pdf,authorised source PDF,E1DCC2E220597C99B9E41BAD0B1B8D0F7644138D33A6D44F10D63227FD557D6C,3189948,application/pdf,,PASS,displayed,Open larger source for theory 2.2,Weekly Activity two-dimensional design practice worksheet.,Open the full supplied vector-design practice worksheet.,assets/resources/2d-design-practice.pdf,Authorised Google Drive folder 1KIGdTkwOtKBGXfO6qAfzaHNx3WFpHvZC; Drive file ID 1xBOBGVdnWhorJVeTTqZPw5yRNeWkF249; exact PDF copy.,No laser settings or manufacturing authorisation are supplied.
assets/resources/timber-production.pdf,authorised source PDF,9E7C338FDBB83F4BCF6FE1313D4335846690435065DC23467C0685AF27697F2C,73825,application/pdf,,PASS,displayed,Open larger source for theory 3.1 and 3.2,Timber Production investigation worksheet.,Open the full supplied timber-production worksheet.,assets/resources/timber-production.pdf,Authorised Google Drive folder 1KIGdTkwOtKBGXfO6qAfzaHNx3WFpHvZC; Drive file ID 1dTRa-pimCafVnV_V7H0I16M_8Wn32-b7C_4NIXbfmaM; exact PDF copy.,"Questions are authoritative activity prompts, not completed factual answers."
assets/resources/what-is-coding.pdf,authorised source PDF,1C86D54D98F9721BB8964D37E35A5F7AD13294CEE065F6075587E3F8C50122C1,66390,application/pdf,,PASS,displayed,Open larger source for theory 4.1 and 4.2,What is coding investigation worksheet.,Open the full supplied coding worksheet.,assets/resources/what-is-coding.pdf,Authorised Google Drive folder 1KIGdTkwOtKBGXfO6qAfzaHNx3WFpHvZC; Drive file ID 1aEDElMGsxxIcAo-rCDUe49_leQwztNNdOh2PIEp_e2k; exact PDF copy.,"No exact code, configuration or light behaviour is supplied."
